id,formulario,placa,cod_veh,clase,servicio,modalidad,fuga,codigo
648765,68946200,SGN110,1,BUS,,,,261331-1
648766,68946300,SGP588,1,AUTOMOVIL,PUBLICO,,,261332-1
648767,68946400,SIS702,1,AUTOMOVIL,PUBLICO,,,261333-1
648768,68946500,VDU560,1,BUS,PUBLICO,,,261334-1
648769,68946500,SGE818,2,BUS,PUBLICO,,,261334-2
648770,68946600,AEI036,1,BUS,PUBLICO,,,261335-1
648771,68946600,VDU562,2,CAMIONETA,PARTICULAR,,,261335-2
648772,68946700,SGM902,1,BUSETA,PUBLICO,,,261336-1
648773,68946700,BGP965,2,CAMIONETA,PUBLICO,,,261336-2
648774,68946800,BGM696,1,AUTOMOVIL,PARTICULAR,,,261337-1
648775,68946800,VDU592,2,BUS,PUBLICO,,,261337-2
648776,68946900,OSA24A,1,MOTOCICLETA,PARTICULAR,,,261338-1
648777,68947000,VDB742,1,MICROBUS,PUBLICO,,,261339-1
648778,68947000,CHN695,2,CAMION ,PUBLICO,,,261339-2
648779,68947100,OBG056,1,CAMIONETA,OFICIAL,,,261340-1
648780,68947100,P-E,2,,,,,261340-2
648781,68947200,SRJ981,1,TRACTOCAMION,PUBLICO,,,261341-1
648782,68947200,BRD057,2,AUTOMOVIL,PARTICULAR,,,261341-2
648783,68947300,VTU555,1,BUS,PUBLICO,,,261342-1
648784,68947300,OAI146,2,BUS,PUBLICO,,,261342-2
648785,68947500,VDZ048,1,AUTOMOVIL,PUBLICO,,,261343-1
648786,68947500,SGD414,2,BUS,PUBLICO,,,261343-2
648787,68947600,VDD262,1,AUTOMOVIL,PUBLICO,,,261344-1
648788,68947600,VDC829,2,AUTOMOVIL,PUBLICO,,,261344-2
648789,68947700,QYN10A,1,MOTOCICLETA,PARTICULAR,,,261345-1
648790,68947800,ITE297,1,CAMIONETA,PUBLICO,,,261346-1
648791,68947900,UFR257,1,CAMIONETA,PUBLICO,,,261347-1
648792,68948000,VDG393,1,AUTOMOVIL,PUBLICO,,,261348-1
648793,68948000,VDD639,2,AUTOMOVIL,PUBLICO,,,261348-2
648794,68948100,KAL46,1,MOTOCICLETA,PARTICULAR,,,261349-1
648795,68948200,YMN69,1,MOTOCICLETA,PARTICULAR,,,261350-1
648796,68948200,42196,2,BICICLETA,PARTICULAR,,,261350-2
648797,68948300,SII840,1,MICROBUS,PUBLICO,,,261351-1
648798,68948400,FTO946,1,AUTOMOVIL,PARTICULAR,,,261352-1
648799,68948400,TDA08,2,MOTOCICLETA,PARTICULAR,,,261352-2
648800,68948500,VDP726,1,BUS,PUBLICO,,,261353-1
648801,68948600,OJF403,1,BUS,PUBLICO,,,261354-1
648802,68948600,MCB625,2,AUTOMOVIL,PARTICULAR,,,261354-2
648803,68948700,SGY859,1,AUTOMOVIL,PUBLICO,,,261355-1
648804,68948700,AKY36,2,MOTOCICLETA,PARTICULAR,,,261355-2
648805,68948800,VDU520,1,AUTOMOVIL,PUBLICO,,,261356-1
648806,68948800,BHW491,2,AUTOMOVIL,PARTICULAR,,,261356-2
648807,68948900,P-E,1,,,,,261357-1
648808,68949000,PAG453,1,CAMIONETA,PARTICULAR,,,261358-1
648809,68949100,P-E,1,,,,,261359-1
648810,68949200,SIA798,1,BUS,PUBLICO,,,261360-1
648811,68949300,P-E,1,NO IDENTIFICADO,,,,261361-1
648812,68949400,OYF529,1,AUTOMOVIL,PARTICULAR,,,261362-1
648813,68949400,ALO87,2,MOTOCICLETA,OFICIAL,,,261362-2
648814,68949500,AWJ34,1,MOTOCICLETA,PARTICULAR,,,261363-1
648815,68949500,VDU433,2,AUTOMOVIL,PUBLICO,,,261363-2
648816,68949600,SIH082,1,AUTOMOVIL,PUBLICO,,,261364-1
648817,68949700,SGP131,1,BUS,PUBLICO,,,261365-1
648818,68949800,VDU587,1,BUS,PUBLICO,,,261366-1
648819,68949800,P-E,2,BICICLETA,PARTICULAR,,,261366-2
648820,68949900,BCD,1,AUTOMOVIL,PARTICULAR,,,261367-1
648821,68949900,SNE522,2,CAMION ,PUBLICO,,,261367-2
648822,68950000,SOA844,1,CAMION ,PUBLICO,,,261368-1
648823,68950000,VDZ168,2,CAMIONETA,PUBLICO,,,261368-2
648824,68950100,OBF330,1,CAMIONETA,OFICIAL,,,261369-1
648825,68950100,SQA933,2,CAMIONETA,PUBLICO,,,261369-2
648826,68950200,BFR455,1,MICROBUS,PUBLICO,,,261370-1
648827,68950200,VDP396,2,MICROBUS,PUBLICO,,,261370-2
648828,68950300,SHA353,1,BUS,PUBLICO,,,261371-1
648829,68950300,VDS803,2,AUTOMOVIL,PUBLICO,,,261371-2
648830,68950400,ZIA867,1,CAMION ,PARTICULAR,,,261372-1
648831,68950400,SIS892,2,CAMION ,PUBLICO,,,261372-2
648832,68950500,CRD000,1,AUTOMOVIL,PARTICULAR,,,261373-1
648833,68950500,SNR052,2,MICROBUS,PUBLICO,,,261373-2
648834,68950600,SGF836,1,BUS,PUBLICO,,,261374-1
648835,68950600,BSW671,2,AUTOMOVIL,PARTICULAR,,,261374-2
648836,68950700,CQV549,1,AUTOMOVIL,PARTICULAR,,,261375-1
648837,68950700,BPI955,2,AUTOMOVIL,PARTICULAR,,,261375-2
648838,68950710,VDV119,1,AUTOMOVIL,PUBLICO,,,261376-1
648839,68950710,P-E,2,VOLQUETA,,,,261376-2
648840,68950900,SGL047,1,MICROBUS,PUBLICO,,,261377-1
648841,68951000,VDO855,1,BUS,PUBLICO,,,261378-1
648842,68951000,OJF692,2,VOLQUETA,PUBLICO,,,261378-2
648843,68951100,AZG77A,1,MOTOCICLETA,PARTICULAR,,,261379-1
648844,68951200,SEB211,1,BUSETA,PUBLICO,,,261380-1
648845,68951300,SIB956,1,BUS,PUBLICO,,,261381-1
648846,68951400,P-E,1,NO IDENTIFICADO,,,,261382-1
648847,68951500,UTY435,1,MICROBUS,PUBLICO,,,261383-1
648848,68951600,ASD11,1,MOTOCICLETA,PARTICULAR,,,261384-1
648849,68951700,KFB995,1,AUTOMOVIL,PARTICULAR,,,261385-1
648850,68951800,SAW151,1,CAMIONETA,PUBLICO,,,261386-1
648851,68951800,UFQ958,2,CAMION ,PUBLICO,,,261386-2
648852,68951900,ZOF637,1,AUTOMOVIL,PARTICULAR,,,261387-1
648853,68952000,SRE238,1,AUTOMOVIL,PUBLICO,,,261388-1
648854,68952000,ATH19,2,MOTOCICLETA,OFICIAL,,,261388-2
648855,68952000,,3,BICICLETA,PARTICULAR,,,261388-3
648856,68952100,SCA709,1,AUTOMOVIL,PARTICULAR,,,261389-1
648857,68952100,P-E,2,BICICLETA,PARTICULAR,,,261389-2
648858,68952200,SIB519,1,AUTOMOVIL,PUBLICO,,,261390-1
648859,68952200,P-E,2,BICICLETA,PARTICULAR,,,261390-2
648860,68952300,VDZ510,1,AUTOMOVIL,PUBLICO,,,261391-1
648861,68952400,NFC236,1,CAMION ,PARTICULAR,,,261392-1
648862,68952600,P-E+,1,BICICLETA,PARTICULAR,,,261393-1
648863,68952600,SDG943,2,BUSETA,PUBLICO,,,261393-2
648864,68952600,SFV225,3,BUS,PUBLICO,,,261393-3
648865,68952700,CID887,1,CAMIONETA,PUBLICO,,,261394-1
648866,68952700,SKK627,2,BUSETA,PUBLICO,,,261394-2
648867,68952800,SIP239,1,AUTOMOVIL,PUBLICO,,,261395-1
648868,68952800,VDH945,2,AUTOMOVIL,PUBLICO,,,261395-2
648869,68952900,SOC605,1,MICROBUS,PUBLICO,,,261396-1
648870,68952900,BRI010,2,AUTOMOVIL,PARTICULAR,,,261396-2
648871,68953000,P-E,1,,,,,261397-1
648872,68953100,BDI668,1,AUTOMOVIL,PUBLICO,,,261398-1
648873,68953100,AFG048,2,CAMIONETA,PUBLICO,,,261398-2
648874,68953200,BHV132,1,AUTOMOVIL,PARTICULAR,,,261399-1
648875,68953200,AQB580,2,AUTOMOVIL,PARTICULAR,,,261399-2
648876,68953300,BTV140,1,AUTOMOVIL,PARTICULAR,,,261400-1
648877,68953300,VDB622,2,MICROBUS,PUBLICO,,,261400-2
648878,68953400,OOJ937,1,AUTOMOVIL,PARTICULAR,,,261401-1
648879,68953400,,2,BICICLETA,PARTICULAR,,,261401-2
648880,68953500,NDE373,1,MICROBUS,PUBLICO,,,261402-1
648881,68953500,BWB568,2,AUTOMOVIL,PARTICULAR,,,261402-2
648882,68953600,FKT18A,1,MOTOCICLETA,PARTICULAR,,,261403-1
648883,68953600,AKJ793,2,AUTOMOVIL,PARTICULAR,,,261403-2
648884,68953700,BMW501,1,AUTOMOVIL,PARTICULAR,,,261404-1
648885,68953700,SGL249,2,BUSETA,PUBLICO,,,261404-2
648886,68953800,SII587,1,AUTOMOVIL,PUBLICO,,,261405-1
648887,68953800,CHK894,2,MICROBUS,PUBLICO,,,261405-2
648888,68953900,NMA087,1,AUTOMOVIL,PARTICULAR,,,261406-1
648889,68953900,VDN586,2,BUS,PUBLICO,,,261406-2
648890,68954000,SGB334,1,BUS,PUBLICO,,,261407-1
648891,68954000,VDU128,2,AUTOMOVIL,PUBLICO,,,261407-2
648892,68954100,BFP807,1,CAMIONETA,PARTICULAR,,,261408-1
648893,68954200,SFV073,1,BUS,PUBLICO,,,261409-1
648894,68954300,OBC026,1,VOLQUETA,OFICIAL,,,261410-1
648895,68954300,OPK2A4,2,MOTOCICLETA,PARTICULAR,,,261410-2
648896,68954400,SFP929,1,BUS,PUBLICO,,,261411-1
648897,68954600,VAE959,1,AUTOMOVIL,PUBLICO,,,261412-1
648898,68954700,ACC877,1,CAMIONETA,PARTICULAR,,,261413-1
648899,68954800,VDO863,1,BUS,PUBLICO,,,261414-1
648900,68954900,VDD74,1,BUSETA,PUBLICO,,,261415-1
648901,68955000,SHB894,1,BUSETA,PUBLICO,,,261416-1
648902,68955000,,2,BICICLETA,PARTICULAR,,,261416-2
648903,68955100,FCG122,1,AUTOMOVIL,PARTICULAR,,,261417-1
648904,68955100,AXD76,2,MOTOCICLETA,,,,261417-2
648905,68955200,SHC525,1,MICROBUS,PUBLICO,,,261418-1
648906,68955300,P-E,1,,,,,261419-1
648907,68955300,GNE39,2,MOTOCICLETA,PARTICULAR,,,261419-2
648908,68955400,BMT416,1,AUTOMOVIL,PARTICULAR,,,261420-1
648909,68955400,BCJ060,2,AUTOMOVIL,PARTICULAR,,,261420-2
648910,68955500,BJJ932,1,AUTOMOVIL,PARTICULAR,,,261421-1
648911,68955500,SHN739,2,AUTOMOVIL,PUBLICO,,,261421-2
648912,68955600,VBD610,1,BUS,PUBLICO,,,261422-1
648913,68955700,HKC711,1,AUTOMOVIL,PARTICULAR,,,261423-1
648914,68955700,DXQ166,2,AUTOMOVIL,PARTICULAR,,,261423-2
648915,68955800,BLK838,1,AUTOMOVIL,PARTICULAR,,,261424-1
648916,68955800,FTO129,2,AUTOMOVIL,PARTICULAR,,,261424-2
648917,68955900,SHH764,1,AUTOMOVIL,PUBLICO,,,261425-1
648918,68955900,SIE891,2,BUSETA,PUBLICO,,,261425-2
648919,68956000,ALB90,1,MOTOCICLETA,OFICIAL,,,261426-1
648920,68956100,BAI789,1,AUTOMOVIL,PARTICULAR,,,261427-1
648921,68956100,UDN693,2,AUTOMOVIL,PUBLICO,,,261427-2
648922,68956200,BLC306,1,CAMIONETA,PARTICULAR,,,261428-1
648923,68956200,EWO445,2,CAMPERO,PARTICULAR,,,261428-2
648924,68956300,VDK164,1,AUTOMOVIL,PUBLICO,,,261429-1
648925,68956300,BPG229,2,AUTOMOVIL,,,,261429-2
648926,68956400,BCG131,1,CAMPERO,PARTICULAR,,,261430-1
648927,68956400,AJI95,2,MOTOCICLETA,PARTICULAR,,,261430-2
648928,68956500,SIN253,1,AUTOMOVIL,PUBLICO,,,261431-1
648929,68956500,ARQ63,2,MOTOCICLETA,PARTICULAR,,,261431-2
648930,68956600,BHM710,1,AUTOMOVIL,PARTICULAR,,,261432-1
648931,68956600,SGA682,2,BUS,PUBLICO,,,261432-2
648932,68956700,SGO378,1,AUTOMOVIL,PUBLICO,,,261433-1
648933,68956700,18080,2,OTRO,PARTICULAR,,,261433-2
648934,68956800,BKO312,1,AUTOMOVIL,PARTICULAR,,,261434-1
648935,68956900,SIM327,1,AUTOMOVIL,PUBLICO,,,261435-1
648936,68956900,VDB111,2,AUTOMOVIL,PUBLICO,,,261435-2
648937,68957000,BGV711,1,CAMPERO,PARTICULAR,,,261436-1
648938,68957000,SJM921,2,AUTOMOVIL,PUBLICO,,,261436-2
648939,68957100,CSQ342,1,AUTOMOVIL,PARTICULAR,,,261437-1
648940,68957100,BNQ871,2,AUTOMOVIL,PARTICULAR,,,261437-2
648941,68957200,BLR443,1,AUTOMOVIL,PARTICULAR,,,261438-1
648942,68957200,SFR839,2,BUS,PUBLICO,,,261438-2
648943,68957300,SQL294,1,BUSETA,PUBLICO,,,261439-1
648944,68957300,SHM567,2,AUTOMOVIL,PUBLICO,,,261439-2
648945,68957400,BFN909,1,AUTOMOVIL,PARTICULAR,,,261440-1
648946,68957400,BLQ544,2,AUTOMOVIL,PARTICULAR,,,261440-2
648947,68957500,BLO569,1,AUTOMOVIL,PARTICULAR,,,261441-1
648948,68957500,BLA194,2,AUTOMOVIL,PARTICULAR,,,261441-2
648949,68957600,BSP890,1,AUTOMOVIL,PUBLICO,,,261442-1
648950,68957600,SIP386,2,AUTOMOVIL,PUBLICO,,,261442-2
648951,68957700,MQG146,1,CAMIONETA,PARTICULAR,,,261443-1
648952,68957700,ALE235,2,AUTOMOVIL,PARTICULAR,,,261443-2
648953,68957700,BJW198,3,CAMIONETA,PUBLICO,,,261443-3
648954,68957800,MQK626,1,CAMIONETA,PARTICULAR,,,261444-1
648955,68957800,OBC622,2,CAMIONETA,PUBLICO,,,261444-2
648956,68957900,BOP600,1,CAMIONETA,PARTICULAR,,,261445-1
648957,68957900,CIP718,2,AUTOMOVIL,PARTICULAR,,,261445-2
648958,68958000,JAK739,1,CAMIONETA,PARTICULAR,,,261446-1
648959,68958000,CRH14Ã,2,MICROBUS,PUBLICO,,,261446-2
648960,68958100,BON375,1,CAMPERO,PARTICULAR,,,261447-1
648961,68958100,GNG731,2,AUTOMOVIL,PARTICULAR,,,261447-2
648962,68958200,SKK500,1,BUSETA,PUBLICO,,,261448-1
648963,68958300,SIG370,1,CAMIONETA,PUBLICO,,,261449-1
648964,68958300,SFR937,2,BUS,PUBLICO,,,261449-2
648965,68958300,ATH71,3,MOTOCICLETA,PARTICULAR,,,261449-3
648966,68958400,SIQ023,1,AUTOMOVIL,PUBLICO,,,261450-1
648967,68958500,RPQ24A,1,MOTOCICLETA,PARTICULAR,,,261451-1
648968,68958600,VDD895,1,BUS,PUBLICO,,,261452-1
648969,68958700,VDU319,1,BUS,PUBLICO,,,261453-1
648970,68958700,XHT86A,2,MOTOCICLETA,PARTICULAR,,,261453-2
648971,68958800,BJW672,1,AUTOMOVIL,PARTICULAR,,,261454-1
648972,68958800,BIB208,2,AUTOMOVIL,OFICIAL,,,261454-2
648973,68958800,BNF254,3,AUTOMOVIL,PARTICULAR,,,261454-3
648974,68958900,NSI887,1,AUTOMOVIL,PARTICULAR,,,261455-1
648975,68958900,AUW92,2,AUTOMOVIL,PARTICULAR,,,261455-2
648976,68959000,AMD73,1,MOTOCICLETA,OFICIAL,,,261456-1
648977,68959100,USA068,1,CAMIONETA,PUBLICO,,,261457-1
648978,68959200,SHJ458,1,BUSETA,PUBLICO,,,261458-1
648979,68959200,,2,BICICLETA,PARTICULAR,,,261458-2
648980,68959300,BBE510,1,AUTOMOVIL,PARTICULAR,,,261459-1
648981,68959300,GNI56,2,MOTOCICLETA,PARTICULAR,,,261459-2
648982,68959400,P-E,1,MOTOCICLETA,,,,261460-1
648983,68959500,BNQ923,1,CAMPERO,PARTICULAR,,,261461-1
648984,68959500,SIQ088,2,AUTOMOVIL,PUBLICO,,,261461-2
648985,68959600,BRG112,1,AUTOMOVIL,PARTICULAR,,,261462-1
648986,68959600,VDA962,2,AUTOMOVIL,PUBLICO,,,261462-2
648987,68959700,BIM990,1,CAMIONETA,PARTICULAR,,,261463-1
648988,68959700,FEB979,2,CAMIONETA,PARTICULAR,,,261463-2
648989,68959800,BEC101,1,AUTOMOVIL,PARTICULAR,,,261464-1
648990,68959800,UFU591,2,MICROBUS,PUBLICO,,,261464-2
648991,68959900,BKX864,1,CAMPERO,PARTICULAR,,,261465-1
648992,68959900,SGN338,2,BUS,PUBLICO,,,261465-2
648993,68960000,GUA665,1,CAMIONETA,PUBLICO,,,261466-1
648994,68960000,BRP077,2,AUTOMOVIL,PARTICULAR,,,261466-2
648995,68960100,BFT341,1,AUTOMOVIL,PARTICULAR,,,261467-1
648996,68960100,BKX828,2,AUTOMOVIL,PARTICULAR,,,261467-2
648997,68960200,BRM035,1,AUTOMOVIL,PARTICULAR,,,261468-1
648998,68960200,OQA67A,2,MOTOCICLETA,PARTICULAR,,,261468-2
648999,68960300,VEB375,1,BUS,PUBLICO,,,261469-1
649000,68960300,SHG155,2,BUSETA,PUBLICO,,,261469-2
649001,68960400,BTT342,1,CAMIONETA,PARTICULAR,,,261470-1
649002,68960400,VDM297,2,MICROBUS,PUBLICO,,,261470-2
649003,68960500,CHN188,1,CAMIONETA,PARTICULAR,,,261471-1
649004,68960500,BRP418,2,AUTOMOVIL,PARTICULAR,,,261471-2
649005,68960600,BST761,1,AUTOMOVIL,PARTICULAR,,,261472-1
649006,68960600,AQG494,2,AUTOMOVIL,PARTICULAR,,,261472-2
649007,68960700,BHK847,1,AUTOMOVIL,PARTICULAR,,,261473-1
649008,68960700,BGQ583,2,CAMIONETA,PARTICULAR,,,261473-2
649009,68960800,BFJ040,1,AUTOMOVIL,PARTICULAR,,,261474-1
649010,68960800,CJI964,2,AUTOMOVIL,PARTICULAR,,,261474-2
649011,68960900,BBE735,1,CAMPERO,PARTICULAR,,,261475-1
649012,68960900,CQR047,2,AUTOMOVIL,PARTICULAR,,,261475-2
649013,68961000,YDN910,1,AUTOMOVIL,PUBLICO,,,261476-1
649014,68961000,VDB128,2,AUTOMOVIL,PUBLICO,,,261476-2
649015,68961100,BDM567,1,AUTOMOVIL,PARTICULAR,,,261477-1
649016,68961100,JRE446,2,MICROBUS,PUBLICO,,,261477-2
649017,68961200,BRB453,1,AUTOMOVIL,PARTICULAR,,,261478-1
649018,68961200,SIH619,2,MICROBUS,PUBLICO,,,261478-2
649019,68961300,SHN242,1,AUTOMOVIL,PUBLICO,,,261479-1
649020,68961300,SFN829,2,BUS,PUBLICO,,,261479-2
649021,68961300,SHE600,3,AUTOMOVIL,PUBLICO,,,261479-3
649022,68961400,BIF523,1,CAMIONETA,PUBLICO,,,261480-1
649023,68961500,SIN060,1,BUSETA,PUBLICO,,,261481-1
649024,68961500,ATE25,2,MOTOCICLETA,,,,261481-2
649025,68961600,BGA789,1,AUTOMOVIL,PARTICULAR,,,261482-1
649026,68961600,ULZ68,2,MOTOCICLETA,PARTICULAR,,,261482-2
649027,68961700,VDK206,1,AUTOMOVIL,PUBLICO,,,261483-1
649028,68961800,SFZ434,1,BUS,PUBLICO,,,261484-1
649029,68961800,BKX940,2,AUTOMOVIL,PARTICULAR,,,261484-2
649030,68961900,SKE821,1,MICROBUS,PUBLICO,,,261485-1
649031,68961900,SKL914,2,MICROBUS,PUBLICO,,,261485-2
649032,68962000,BSI511,1,AUTOMOVIL,PARTICULAR,,,261486-1
649033,68962000,RPJ23A,2,MOTOCICLETA,PARTICULAR,,,261486-2
649034,68962100,SHJ506,1,MICROBUS,PUBLICO,,,261487-1
649035,68962100,SHK925,2,AUTOMOVIL,PUBLICO,,,261487-2
649036,68962200,BTQ518,1,AUTOMOVIL,PARTICULAR,,,261488-1
649037,68962200,BOV252,2,AUTOMOVIL,PARTICULAR,,,261488-2
649038,68962300,SIG398,1,AUTOMOVIL,PUBLICO,,,261489-1
649039,68962300,SKK272,2,MICROBUS,PUBLICO,,,261489-2
649040,68962400,BUM859,1,AUTOMOVIL,PARTICULAR,,,261490-1
649041,68962400,VDQ859,2,AUTOMOVIL,PUBLICO,,,261490-2
649042,68962500,BML217,1,CAMPERO,PARTICULAR,,,261491-1
649043,68962500,BRA092,2,AUTOMOVIL,OFICIAL,,,261491-2
649044,68962600,AUG19,1,MOTOCICLETA,PARTICULAR,,,261492-1
649045,68962700,EWI531,1,AUTOMOVIL,PARTICULAR,,,261493-1
649046,68962700,VDE265,2,AUTOMOVIL,PUBLICO,,,261493-2
649047,68962800,BOM416,1,AUTOMOVIL,PARTICULAR,,,261494-1
649048,68962800,VDP651,2,AUTOMOVIL,PUBLICO,,,261494-2
649049,68962800,LMF661,3,AUTOMOVIL,PARTICULAR,,,261494-3
649050,68963000,BJV880,1,AUTOMOVIL,PARTICULAR,,,261495-1
649051,68963000,BAE897,2,AUTOMOVIL,PARTICULAR,,,261495-2
649052,68963100,SKA733,1,AUTOMOVIL,PUBLICO,,,261496-1
649053,68963100,CQU445,2,AUTOMOVIL,PARTICULAR,,,261496-2
649054,68963200,BSU846,1,AUTOMOVIL,PARTICULAR,,,261497-1
649055,68963200,SGT424,2,CAMIONETA,PUBLICO,,,261497-2
649056,68963300,OBD066,1,AUTOMOVIL,OFICIAL,,,261498-1
649057,68963300,DVS018,2,MICROBUS,PUBLICO,,,261498-2
649058,68963400,VDC559,1,AUTOMOVIL,PUBLICO,,,261499-1
649059,68963600,SOC686,1,MICROBUS,PUBLICO,,,261500-1
649060,68963600,SIJ827,2,BUS,PUBLICO,,,261500-2
649061,68963700,AVG47,1,MOTOCICLETA,PARTICULAR,,,261501-1
649062,68963800,SIN168,1,BUS,PUBLICO,,,261502-1
649063,68963900,V VL58,1,MOTOCICLETA,PARTICULAR,,,261503-1
649064,68963910,SID069,1,BUS,PUBLICO,,,261504-1
649065,68964000,BNI486,1,AUTOMOVIL,PARTICULAR,,,261505-1
649066,68964000,P-E,2,BICICLETA,PARTICULAR,,,261505-2
649067,68964100,SFH719,1,CAMIONETA,PARTICULAR,,,261506-1
649068,68964100,CJH448,2,CAMIONETA,PARTICULAR,,,261506-2
649069,68964200,PAF063,1,CAMIONETA,PARTICULAR,,,261507-1
649070,68964200,VDS493,2,AUTOMOVIL,PUBLICO,,,261507-2
649071,68964300,BBN502,1,MICROBUS,PUBLICO,,,261508-1
649072,68964300,SGN435,2,NO IDENTIFICADO,,,,261508-2
649073,68964400,BFT824,1,CAMIONETA,PARTICULAR,,,261509-1
649074,68964400,SFK457,2,AUTOMOVIL,PARTICULAR,,,261509-2
649075,68964500,BNR845,1,AUTOMOVIL,PARTICULAR,,,261510-1
649076,68964500,BIR597,2,AUTOMOVIL,PARTICULAR,,,261510-2
649077,68964600,SCH603,1,AUTOMOVIL,PUBLICO,,,261511-1
649078,68964600,UFS114,2,AUTOMOVIL,PUBLICO,,,261511-2
649079,68964700,GRC023,1,CAMIONETA,PARTICULAR,,,261512-1
649080,68964700,SGP864,2,BUSETA,PUBLICO,,,261512-2
649081,68964800,AEJ485,1,CAMIONETA,PARTICULAR,,,261513-1
649082,68964800,VDP470,2,BUS,PUBLICO,,,261513-2
649083,68964900,BTX374,1,AUTOMOVIL,PARTICULAR,,,261514-1
649084,68964900,LRX41A,2,MOTOCICLETA,PARTICULAR,,,261514-2
649085,68965000,BRK302,1,AUTOMOVIL,PARTICULAR,,,261515-1
649086,68965000,SHA825,2,AUTOMOVIL,PUBLICO,,,261515-2
649087,68965100,SGO301,1,BUSETA,PUBLICO,,,261516-1
649088,68965100,BMB536,2,AUTOMOVIL,PARTICULAR,,,261516-2
649089,68965200,BPG093,1,AUTOMOVIL,PARTICULAR,,,261517-1
649090,68965200,ASE025,2,CAMION ,PARTICULAR,,,261517-2
649091,68965300,VDR806,1,AUTOMOVIL,PUBLICO,,,261518-1
649092,68965300,VDL781,2,AUTOMOVIL,PUBLICO,,,261518-2
649093,68965400,BMI868,1,AUTOMOVIL,PARTICULAR,,,261519-1
649094,68965400,VDU963,2,AUTOMOVIL,PARTICULAR,,,261519-2
649095,68965500,BNB784,1,AUTOMOVIL,PARTICULAR,,,261520-1
649096,68965500,SIH131,2,BUS,PUBLICO,,,261520-2
649097,68965600,BIQ508,1,CAMIONETA,PARTICULAR,,,261521-1
649098,68965600,CSH321,2,AUTOMOVIL,PARTICULAR,,,261521-2
649099,68965700,BLW367,1,AUTOMOVIL,PARTICULAR,,,261522-1
649100,68965700,SIB125,2,AUTOMOVIL,PUBLICO,,,261522-2
649101,68965800,WRO56A,1,MOTOCICLETA,,,,261523-1
649102,68965900,OBG053,1,CAMPERO,OFICIAL,,,261524-1
649103,68965900,JFZ17,2,MOTOCICLETA,PARTICULAR,,,261524-2
649104,68966000,VDA720,1,CAMION ,PUBLICO,,,261525-1
649105,68966000,BAS814,2,AUTOMOVIL,PARTICULAR,,,261525-2
649106,68966100,BAL843,1,CAMIONETA,PUBLICO,,,261526-1
649107,68966100,BAC290,2,AUTOMOVIL,PARTICULAR,,,261526-2
649108,68966200,GCH147,1,CAMPERO,PARTICULAR,,,261527-1
649109,68966200,VEB001,2,AUTOMOVIL,PUBLICO,,,261527-2
649110,68966200,BRF764,3,AUTOMOVIL,PARTICULAR,,,261527-3
649111,68966300,CJA730,1,CAMIONETA,PARTICULAR,,,261528-1
649112,68966300,IBM411,2,AUTOMOVIL,PARTICULAR,,,261528-2
649113,68966400,VDB526,1,AUTOMOVIL,PARTICULAR,,,261529-1
649114,68966400,BCQ989,2,MICROBUS,PUBLICO,,,261529-2
649115,68966500,SGZ944,1,BUSETA,PUBLICO,,,261530-1
649116,68966500,BPI470,2,AUTOMOVIL,PARTICULAR,,,261530-2
649117,68966600,FEC299,1,CAMIONETA,PARTICULAR,,,261531-1
649118,68966600,BRT670,2,AUTOMOVIL,,,,261531-2
649119,68966700,BLN202,1,AUTOMOVIL,PARTICULAR,,,261532-1
649120,68966700,GIE034,2,BUS,PUBLICO,,,261532-2
649121,68966800,BGE648,1,AUTOMOVIL,PARTICULAR,,,261533-1
649122,68966800,BNP766,2,AUTOMOVIL,PARTICULAR,,,261533-2
649123,68966900,GUK252,1,AUTOMOVIL,PARTICULAR,,,261534-1
649124,68966900,BOE087,2,AUTOMOVIL,PARTICULAR,,,261534-2
649125,68967000,BGR869,1,AUTOMOVIL,PARTICULAR,,,261535-1
649126,68967000,VDN319,2,AUTOMOVIL,PUBLICO,,,261535-2
649127,68967100,MQB341,1,AUTOMOVIL,PARTICULAR,,,261536-1
649128,68967100,VDT747,2,AUTOMOVIL,PUBLICO,,,261536-2
649129,68967200,KCH002,1,AUTOMOVIL,PARTICULAR,,,261537-1
649130,68967200,AUA04,2,MOTOCICLETA,PARTICULAR,,,261537-2
649131,68967300,ATM78,1,MOTOCICLETA,PARTICULAR,,,261538-1
649132,68967400,BJW525,1,AUTOMOVIL,PARTICULAR,,,261539-1
649133,68967400,CJA390,2,AUTOMOVIL,PARTICULAR,,,261539-2
649134,68967400,BGM362,3,AUTOMOVIL,PARTICULAR,,,261539-3
649135,68967500,CIV581,1,AUTOMOVIL,PARTICULAR,,,261540-1
649136,68967500,BBR207,2,AUTOMOVIL,PARTICULAR,,,261540-2
649137,68967500,SIQ032,3,AUTOMOVIL,PARTICULAR,,,261540-3
649138,68967500,BWG362,4,AUTOMOVIL,PARTICULAR,,,261540-4
649139,68967500,IDA233,5,AUTOMOVIL,PARTICULAR,,,261540-5
649140,68967500,BKS310,6,CAMPERO,PARTICULAR,,,261540-6
649141,68967600,CSD109,1,AUTOMOVIL,PARTICULAR,,,261541-1
649142,68967600,XHE34A,2,MOTOCICLETA,PARTICULAR,,,261541-2
649143,68967700,BEQ180,1,AUTOMOVIL,PARTICULAR,,,261542-1
649144,68967700,SDD023,2,BUSETA,PUBLICO,,,261542-2
